Raman轴处理模式：union_with_valid_mask；统一物理轴=600.000–2500.000 cm^-1；点数=1901
逐样本有效点数统计：1401点×600条，1901点×1920条

===== D4.2 条件PCA+broad/local先验残差 =====
training PCA cross-fit：True；method=leave_one_out
条件先验数量：126；共享DDPM训练光谱：1512
条件有效点数分布：1401点×30条件，1901点×96条件
每条件训练光谱数：[12]
旧D3复合物理/峰约束：未启用
D3.1自动峰区一阶导数约束：未启用
D3.2自动峰区相对峰强约束：未启用
D3.4完整重建谱峰参数物理约束：未启用
D4.3条件/掩码感知多样性约束：已启用；条件数=126；状态仅由training子集拟合
D3特征峰残差limiter：未启用
D4.3条件分组batch：每条件4条；batch_size=8；每batch条件数=2

===== 开始训练 =====
设备：cuda
实验名称：d4_3_2_17_group_variance_formal_150ep
文件夹标签：CHL、CHL_TEB、DEL、DEL_CHL、DEL_TEB、DEL_TEB_CHL、TEB
总光谱数量：2520
D4化学条件：启用；条件向量=14维；组合条件数量=126
条件注入：input_and_all_resnet_blocks_film
训练/验证/测试光谱数量：1512/504/504
各原始拉曼轴点数：[1401, 1901]
统一训练轴长度：1901
模型输入长度：1904
末尾补齐点数：3
每个epoch的step：189
总训练step：28350
真实输入光谱额外平滑或去基线：不执行
D4.2 条件PCA+broad-local residual：已启用
D4.2 DDPM数量：1（全部训练光谱联合训练）
D4.2 条件先验状态数量：126
D3物理/峰约束：未启用
训练集原始强度范围：-107.97828–822.57281
模型缩放残差输入范围：-1.7662694–1.9468111
====================

step=10 | train_total=0.087154 | train_ddpm=0.075202 | train_physics=0.000000 | train_diversity=0.002137 | ddpm_uniform=0.075615 | div_uncapped=0.005231 | quality_raw=1.333547 | quality_uncapped=0.133355 | quality_capped=0.009815 | quality_keep=0.074 | quality/ddpm=0.131 | legacy_q=0.007520 | legacy_scale=0.220 | full_q=0.002295 | full_scale=0.421 | full_recon=0.003237 | tail_span=0.793050 | tail_groups=0.7 | local_peak=0.000000 | local_scale=0.000 | neg_tail=0.0000 | wing_track=0.0000 | wing_disp=0.0000 | shift_disp=0.0000 | width_disp=0.0000 | height_cv=0.0000 | local_n=0.0 | peak_d1=0.000000 | peak_d1_scale=0.000 | rel_peak=0.000000 | rel_peak_scale=0.000 | rel_peak_err=0.0000 | peak_param=0.000000 | peak_param_scale=0.000 | peak_pos_v=0.0000 | peak_width_v=0.0000 | val_total=未计算 | lr=1.134e-05 | elapsed=19.5s
step=20 | train_total=0.067644 | train_ddpm=0.059011 | train_physics=0.000000 | train_diversity=0.001366 | ddpm_uniform=0.058480 | div_uncapped=0.005063 | quality_raw=1.111131 | quality_uncapped=0.111113 | quality_capped=0.007267 | quality_keep=0.065 | quality/ddpm=0.123 | legacy_q=0.005901 | legacy_scale=0.230 | full_q=0.001366 | full_scale=0.511 | full_recon=0.002174 | tail_span=0.657048 | tail_groups=0.7 | local_peak=0.000000 | local_scale=0.000 | neg_tail=0.0000 | wing_track=0.0000 | wing_disp=0.0000 | shift_disp=0.0000 | width_disp=0.0000 | height_cv=0.0000 | local_n=0.0 | peak_d1=0.000000 | peak_d1_scale=0.000 | rel_peak=0.000000 | rel_peak_scale=0.000 | rel_peak_err=0.0000 | peak_param=0.000000 | peak_param_scale=0.000 | peak_pos_v=0.0000 | peak_width_v=0.0000 | val_total=未计算 | lr=1.268e-05 | elapsed=20.4s
step=30 | train_total=0.065390 | train_ddpm=0.056988 | train_physics=0.000000 | train_diversity=0.001352 | ddpm_uniform=0.055810 | div_uncapped=0.005169 | quality_raw=1.136595 | quality_uncapped=0.113659 | quality_capped=0.007050 | quality_keep=0.062 | quality/ddpm=0.124 | legacy_q=0.005699 | legacy_scale=0.257 | full_q=0.001352 | full_scale=0.516 | full_recon=0.002246 | tail_span=0.683329 | tail_groups=0.5 | local_peak=0.000000 | local_scale=0.000 | neg_tail=0.0000 | wing_track=0.0000 | wing_disp=0.0000 | shift_disp=0.0000 | width_disp=0.0000 | height_cv=0.0000 | local_n=0.0 | peak_d1=0.000000 | peak_d1_scale=0.000 | rel_peak=0.000000 | rel_peak_scale=0.000 | rel_peak_err=0.0000 | peak_param=0.000000 | peak_param_scale=0.000 | peak_pos_v=0.0000 | peak_width_v=0.0000 | val_total=未计算 | lr=1.402e-05 | elapsed=21.3s
step=40 | train_total=0.064504 | train_ddpm=0.056283 | train_physics=0.000000 | train_diversity=0.001296 | ddpm_uniform=0.055777 | div_uncapped=0.005445 | quality_raw=0.810223 | quality_uncapped=0.081022 | quality_capped=0.006925 | quality_keep=0.085 | quality/ddpm=0.123 | legacy_q=0.005628 | legacy_scale=0.255 | full_q=0.001296 | full_scale=0.525 | full_recon=0.002078 | tail_span=0.333011 | tail_groups=0.6 | local_peak=0.000000 | local_scale=0.000 | neg_tail=0.0000 | wing_track=0.0000 | wing_disp=0.0000 | shift_disp=0.0000 | width_disp=0.0000 | height_cv=0.0000 | local_n=0.0 | peak_d1=0.000000 | peak_d1_scale=0.000 | rel_peak=0.000000 | rel_peak_scale=0.000 | rel_peak_err=0.0000 | peak_param=0.000000 | peak_param_scale=0.000 | peak_pos_v=0.0000 | peak_width_v=0.0000 | val_total=未计算 | lr=1.536e-05 | elapsed=22.2s
step=50 | train_total=0.055105 | train_ddpm=0.048392 | train_physics=0.000000 | train_diversity=0.000864 | ddpm_uniform=0.048503 | div_uncapped=0.005677 | quality_raw=0.848686 | quality_uncapped=0.084869 | quality_capped=0.005849 | quality_keep=0.069 | quality/ddpm=0.121 | legacy_q=0.004839 | legacy_scale=0.258 | full_q=0.001010 | full_scale=0.513 | full_recon=0.001906 | tail_span=0.396828 | tail_groups=0.6 | local_peak=0.000000 | local_scale=0.000 | neg_tail=0.0000 | wing_track=0.0000 | wing_disp=0.0000 | shift_disp=0.0000 | width_disp=0.0000 | height_cv=0.0000 | local_n=0.0 | peak_d1=0.000000 | peak_d1_scale=0.000 | rel_peak=0.000000 | rel_peak_scale=0.000 | rel_peak_err=0.0000 | peak_param=0.000000 | peak_param_scale=0.000 | peak_pos_v=0.0000 | peak_width_v=0.0000 | val_total=未计算 | lr=1.670e-05 | elapsed=23.1s
step=60 | train_total=0.053013 | train_ddpm=0.045332 | train_physics=0.000000 | train_diversity=0.001396 | ddpm_uniform=0.045466 | div_uncapped=0.005026 | quality_raw=1.191455 | quality_uncapped=0.119146 | quality_capped=0.006285 | quality_keep=0.053 | quality/ddpm=0.139 | legacy_q=0.004533 | legacy_scale=0.144 | full_q=0.001752 | full_scale=0.228 | full_recon=0.003342 | tail_span=0.543012 | tail_groups=0.8 | local_peak=0.000000 | local_scale=0.000 | neg_tail=0.0000 | wing_track=0.0000 | wing_disp=0.0000 | shift_disp=0.0000 | width_disp=0.0000 | height_cv=0.0000 | local_n=0.0 | peak_d1=0.000000 | peak_d1_scale=0.000 | rel_peak=0.000000 | rel_peak_scale=0.000 | rel_peak_err=0.0000 | peak_param=0.000000 | peak_param_scale=0.000 | peak_pos_v=0.0000 | peak_width_v=0.0000 | val_total=未计算 | lr=1.804e-05 | elapsed=24.0s
step=70 | train_total=0.054806 | train_ddpm=0.046888 | train_physics=0.000000 | train_diversity=0.001614 | ddpm_uniform=0.046990 | div_uncapped=0.007971 | quality_raw=0.922241 | quality_uncapped=0.092224 | quality_capped=0.006303 | quality_keep=0.068 | quality/ddpm=0.134 | legacy_q=0.004689 | legacy_scale=0.177 | full_q=0.001614 | full_scale=0.334 | full_recon=0.002309 | tail_span=0.336307 | tail_groups=0.8 | local_peak=0.000000 | local_scale=0.000 | neg_tail=0.0000 | wing_track=0.0000 | wing_disp=0.0000 | shift_disp=0.0000 | width_disp=0.0000 | height_cv=0.0000 | local_n=0.0 | peak_d1=0.000000 | peak_d1_scale=0.000 | rel_peak=0.000000 | rel_peak_scale=0.000 | rel_peak_err=0.0000 | peak_param=0.000000 | peak_param_scale=0.000 | peak_pos_v=0.0000 | peak_width_v=0.0000 | val_total=未计算 | lr=1.938e-05 | elapsed=24.9s
step=80 | train_total=0.045471 | train_ddpm=0.039903 | train_physics=0.000000 | train_diversity=0.000771 | ddpm_uniform=0.039994 | div_uncapped=0.004343 | quality_raw=0.729594 | quality_uncapped=0.072959 | quality_capped=0.004796 | quality_keep=0.066 | quality/ddpm=0.120 | legacy_q=0.003990 | legacy_scale=0.244 | full_q=0.000806 | full_scale=0.513 | full_recon=0.001575 | tail_span=0.304339 | tail_groups=0.6 | local_peak=0.000000 | local_scale=0.000 | neg_tail=0.0000 | wing_track=0.0000 | wing_disp=0.0000 | shift_disp=0.0000 | width_disp=0.0000 | height_cv=0.0000 | local_n=0.0 | peak_d1=0.000000 | peak_d1_scale=0.000 | rel_peak=0.000000 | rel_peak_scale=0.000 | rel_peak_err=0.0000 | peak_param=0.000000 | peak_param_scale=0.000 | peak_pos_v=0.0000 | peak_width_v=0.0000 | val_total=未计算 | lr=2.072e-05 | elapsed=25.8s
step=90 | train_total=0.056053 | train_ddpm=0.048686 | train_physics=0.000000 | train_diversity=0.001249 | ddpm_uniform=0.047701 | div_uncapped=0.006995 | quality_raw=0.695370 | quality_uncapped=0.069537 | quality_capped=0.006118 | quality_keep=0.088 | quality/ddpm=0.126 | legacy_q=0.004869 | legacy_scale=0.259 | full_q=0.001249 | full_scale=0.527 | full_recon=0.001835 | tail_span=0.259493 | tail_groups=0.5 | local_peak=0.000000 | local_scale=0.000 | neg_tail=0.0000 | wing_track=0.0000 | wing_disp=0.0000 | shift_disp=0.0000 | width_disp=0.0000 | height_cv=0.0000 | local_n=0.0 | peak_d1=0.000000 | peak_d1_scale=0.000 | rel_peak=0.000000 | rel_peak_scale=0.000 | rel_peak_err=0.0000 | peak_param=0.000000 | peak_param_scale=0.000 | peak_pos_v=0.0000 | peak_width_v=0.0000 | val_total=未计算 | lr=2.206e-05 | elapsed=26.7s
step=100 | train_total=0.052678 | train_ddpm=0.045320 | train_physics=0.000000 | train_diversity=0.001413 | ddpm_uniform=0.043619 | div_uncapped=0.005628 | quality_raw=0.712407 | quality_uncapped=0.071241 | quality_capped=0.005945 | quality_keep=0.083 | quality/ddpm=0.131 | legacy_q=0.004532 | legacy_scale=0.219 | full_q=0.001413 | full_scale=0.434 | full_recon=0.002110 | tail_span=0.248122 | tail_groups=0.8 | local_peak=0.000000 | local_scale=0.000 | neg_tail=0.0000 | wing_track=0.0000 | wing_disp=0.0000 | shift_disp=0.0000 | width_disp=0.0000 | height_cv=0.0000 | local_n=0.0 | peak_d1=0.000000 | peak_d1_scale=0.000 | rel_peak=0.000000 | rel_peak_scale=0.000 | rel_peak_err=0.0000 | peak_param=0.000000 | peak_param_scale=0.000 | peak_pos_v=0.0000 | peak_width_v=0.0000 | val_total=未计算 | lr=2.340e-05 | elapsed=27.7s
step=110 | train_total=0.053860 | train_ddpm=0.046139 | train_physics=0.000000 | train_diversity=0.001554 | ddpm_uniform=0.046626 | div_uncapped=0.008222 | quality_raw=0.811007 | quality_uncapped=0.081101 | quality_capped=0.006167 | quality_keep=0.076 | quality/ddpm=0.134 | legacy_q=0.004614 | legacy_scale=0.191 | full_q=0.001554 | full_scale=0.345 | full_recon=0.002199 | tail_span=0.282301 | tail_groups=0.7 | local_peak=0.000000 | local_scale=0.000 | neg_tail=0.0000 | wing_track=0.0000 | wing_disp=0.0000 | shift_disp=0.0000 | width_disp=0.0000 | height_cv=0.0000 | local_n=0.0 | peak_d1=0.000000 | peak_d1_scale=0.000 | rel_peak=0.000000 | rel_peak_scale=0.000 | rel_peak_err=0.0000 | peak_param=0.000000 | peak_param_scale=0.000 | peak_pos_v=0.0000 | peak_width_v=0.0000 | val_total=未计算 | lr=2.474e-05 | elapsed=28.7s
