Raman轴处理模式：union_with_valid_mask；统一物理轴=600.000–2500.000 cm^-1；点数=1901
逐样本有效点数统计：1401点×600条，1901点×1920条

===== D4.2 条件PCA+broad/local先验残差 =====
training PCA cross-fit：True；method=leave_one_out
条件先验数量：126；共享DDPM训练光谱：1512
条件有效点数分布：1401点×30条件，1901点×96条件
每条件训练光谱数：[12]
旧D3复合物理/峰约束：未启用
D3.1自动峰区一阶导数约束：未启用
D3.2自动峰区相对峰强约束：未启用
D3.4完整重建谱峰参数物理约束：未启用
D4.3条件/掩码感知多样性约束：已启用；条件数=126；状态仅由training子集拟合
D3特征峰残差limiter：未启用
D4.3条件分组batch：每条件4条；batch_size=8；每batch条件数=2

===== 开始训练 =====
设备：cuda
实验名称：d4_3_2_16_variance_profile_1h
文件夹标签：CHL、CHL_TEB、DEL、DEL_CHL、DEL_TEB、DEL_TEB_CHL、TEB
总光谱数量：2520
D4化学条件：启用；条件向量=14维；组合条件数量=126
条件注入：input_and_all_resnet_blocks_film
训练/验证/测试光谱数量：1512/504/504
各原始拉曼轴点数：[1401, 1901]
统一训练轴长度：1901
模型输入长度：1904
末尾补齐点数：3
每个epoch的step：189
总训练step：14175
真实输入光谱额外平滑或去基线：不执行
D4.2 条件PCA+broad-local residual：已启用
D4.2 DDPM数量：1（全部训练光谱联合训练）
D4.2 条件先验状态数量：126
D3物理/峰约束：未启用
训练集原始强度范围：-107.97828–822.57281
模型缩放残差输入范围：-1.7662694–1.9468111
====================

step=10 | train_total=0.086882 | train_ddpm=0.074964 | train_physics=0.000000 | train_diversity=0.002133 | ddpm_uniform=0.075382 | div_uncapped=0.005234 | quality_raw=1.412325 | quality_uncapped=0.141233 | quality_capped=0.009786 | quality_keep=0.069 | quality/ddpm=0.131 | legacy_q=0.007496 | legacy_scale=0.220 | full_q=0.002289 | full_scale=0.418 | full_recon=0.003232 | tail_span=0.787378 | tail_groups=0.7 | local_peak=0.000000 | local_scale=0.000 | neg_tail=0.0000 | wing_track=0.0000 | wing_disp=0.0000 | shift_disp=0.0000 | width_disp=0.0000 | height_cv=0.0000 | local_n=0.0 | peak_d1=0.000000 | peak_d1_scale=0.000 | rel_peak=0.000000 | rel_peak_scale=0.000 | rel_peak_err=0.0000 | peak_param=0.000000 | peak_param_scale=0.000 | peak_pos_v=0.0000 | peak_width_v=0.0000 | val_total=未计算 | lr=1.268e-05 | elapsed=19.4s
step=20 | train_total=0.066414 | train_ddpm=0.057940 | train_physics=0.000000 | train_diversity=0.001340 | ddpm_uniform=0.057415 | div_uncapped=0.005089 | quality_raw=1.136132 | quality_uncapped=0.113613 | quality_capped=0.007134 | quality_keep=0.063 | quality/ddpm=0.123 | legacy_q=0.005794 | legacy_scale=0.230 | full_q=0.001340 | full_scale=0.511 | full_recon=0.002136 | tail_span=0.645852 | tail_groups=0.7 | local_peak=0.000000 | local_scale=0.000 | neg_tail=0.0000 | wing_track=0.0000 | wing_disp=0.0000 | shift_disp=0.0000 | width_disp=0.0000 | height_cv=0.0000 | local_n=0.0 | peak_d1=0.000000 | peak_d1_scale=0.000 | rel_peak=0.000000 | rel_peak_scale=0.000 | rel_peak_err=0.0000 | peak_param=0.000000 | peak_param_scale=0.000 | peak_pos_v=0.0000 | peak_width_v=0.0000 | val_total=未计算 | lr=1.536e-05 | elapsed=20.2s
step=30 | train_total=0.064118 | train_ddpm=0.055868 | train_physics=0.000000 | train_diversity=0.001332 | ddpm_uniform=0.054737 | div_uncapped=0.005107 | quality_raw=1.149053 | quality_uncapped=0.114905 | quality_capped=0.006919 | quality_keep=0.060 | quality/ddpm=0.124 | legacy_q=0.005587 | legacy_scale=0.259 | full_q=0.001332 | full_scale=0.514 | full_recon=0.002236 | tail_span=0.652454 | tail_groups=0.5 | local_peak=0.000000 | local_scale=0.000 | neg_tail=0.0000 | wing_track=0.0000 | wing_disp=0.0000 | shift_disp=0.0000 | width_disp=0.0000 | height_cv=0.0000 | local_n=0.0 | peak_d1=0.000000 | peak_d1_scale=0.000 | rel_peak=0.000000 | rel_peak_scale=0.000 | rel_peak_err=0.0000 | peak_param=0.000000 | peak_param_scale=0.000 | peak_pos_v=0.0000 | peak_width_v=0.0000 | val_total=未计算 | lr=1.804e-05 | elapsed=20.9s
step=40 | train_total=0.063670 | train_ddpm=0.055551 | train_physics=0.000000 | train_diversity=0.001282 | ddpm_uniform=0.055069 | div_uncapped=0.005452 | quality_raw=0.837613 | quality_uncapped=0.083761 | quality_capped=0.006837 | quality_keep=0.082 | quality/ddpm=0.123 | legacy_q=0.005555 | legacy_scale=0.256 | full_q=0.001282 | full_scale=0.523 | full_recon=0.002063 | tail_span=0.322129 | tail_groups=0.6 | local_peak=0.000000 | local_scale=0.000 | neg_tail=0.0000 | wing_track=0.0000 | wing_disp=0.0000 | shift_disp=0.0000 | width_disp=0.0000 | height_cv=0.0000 | local_n=0.0 | peak_d1=0.000000 | peak_d1_scale=0.000 | rel_peak=0.000000 | rel_peak_scale=0.000 | rel_peak_err=0.0000 | peak_param=0.000000 | peak_param_scale=0.000 | peak_pos_v=0.0000 | peak_width_v=0.0000 | val_total=未计算 | lr=2.072e-05 | elapsed=21.7s
step=50 | train_total=0.054166 | train_ddpm=0.047575 | train_physics=0.000000 | train_diversity=0.000843 | ddpm_uniform=0.047689 | div_uncapped=0.005675 | quality_raw=0.861662 | quality_uncapped=0.086166 | quality_capped=0.005748 | quality_keep=0.067 | quality/ddpm=0.121 | legacy_q=0.004758 | legacy_scale=0.260 | full_q=0.000990 | full_scale=0.512 | full_recon=0.001882 | tail_span=0.374779 | tail_groups=0.6 | local_peak=0.000000 | local_scale=0.000 | neg_tail=0.0000 | wing_track=0.0000 | wing_disp=0.0000 | shift_disp=0.0000 | width_disp=0.0000 | height_cv=0.0000 | local_n=0.0 | peak_d1=0.000000 | peak_d1_scale=0.000 | rel_peak=0.000000 | rel_peak_scale=0.000 | rel_peak_err=0.0000 | peak_param=0.000000 | peak_param_scale=0.000 | peak_pos_v=0.0000 | peak_width_v=0.0000 | val_total=未计算 | lr=2.340e-05 | elapsed=22.5s
step=60 | train_total=0.052300 | train_ddpm=0.044691 | train_physics=0.000000 | train_diversity=0.001414 | ddpm_uniform=0.044739 | div_uncapped=0.005178 | quality_raw=1.211976 | quality_uncapped=0.121198 | quality_capped=0.006195 | quality_keep=0.051 | quality/ddpm=0.139 | legacy_q=0.004469 | legacy_scale=0.145 | full_q=0.001726 | full_scale=0.226 | full_recon=0.003278 | tail_span=0.521920 | tail_groups=0.8 | local_peak=0.000000 | local_scale=0.000 | neg_tail=0.0000 | wing_track=0.0000 | wing_disp=0.0000 | shift_disp=0.0000 | width_disp=0.0000 | height_cv=0.0000 | local_n=0.0 | peak_d1=0.000000 | peak_d1_scale=0.000 | rel_peak=0.000000 | rel_peak_scale=0.000 | rel_peak_err=0.0000 | peak_param=0.000000 | peak_param_scale=0.000 | peak_pos_v=0.0000 | peak_width_v=0.0000 | val_total=未计算 | lr=2.608e-05 | elapsed=23.4s
step=70 | train_total=0.053870 | train_ddpm=0.046098 | train_physics=0.000000 | train_diversity=0.001581 | ddpm_uniform=0.046143 | div_uncapped=0.008090 | quality_raw=0.941008 | quality_uncapped=0.094101 | quality_capped=0.006191 | quality_keep=0.066 | quality/ddpm=0.134 | legacy_q=0.004610 | legacy_scale=0.178 | full_q=0.001581 | full_scale=0.331 | full_recon=0.002256 | tail_span=0.323677 | tail_groups=0.8 | local_peak=0.000000 | local_scale=0.000 | neg_tail=0.0000 | wing_track=0.0000 | wing_disp=0.0000 | shift_disp=0.0000 | width_disp=0.0000 | height_cv=0.0000 | local_n=0.0 | peak_d1=0.000000 | peak_d1_scale=0.000 | rel_peak=0.000000 | rel_peak_scale=0.000 | rel_peak_err=0.0000 | peak_param=0.000000 | peak_param_scale=0.000 | peak_pos_v=0.0000 | peak_width_v=0.0000 | val_total=未计算 | lr=2.876e-05 | elapsed=24.2s
step=80 | train_total=0.044585 | train_ddpm=0.039135 | train_physics=0.000000 | train_diversity=0.000755 | ddpm_uniform=0.039197 | div_uncapped=0.004471 | quality_raw=0.735797 | quality_uncapped=0.073580 | quality_capped=0.004695 | quality_keep=0.064 | quality/ddpm=0.120 | legacy_q=0.003913 | legacy_scale=0.245 | full_q=0.000782 | full_scale=0.512 | full_recon=0.001526 | tail_span=0.285907 | tail_groups=0.6 | local_peak=0.000000 | local_scale=0.000 | neg_tail=0.0000 | wing_track=0.0000 | wing_disp=0.0000 | shift_disp=0.0000 | width_disp=0.0000 | height_cv=0.0000 | local_n=0.0 | peak_d1=0.000000 | peak_d1_scale=0.000 | rel_peak=0.000000 | rel_peak_scale=0.000 | rel_peak_err=0.0000 | peak_param=0.000000 | peak_param_scale=0.000 | peak_pos_v=0.0000 | peak_width_v=0.0000 | val_total=未计算 | lr=3.144e-05 | elapsed=25.0s
step=90 | train_total=0.055500 | train_ddpm=0.048205 | train_physics=0.000000 | train_diversity=0.001237 | ddpm_uniform=0.047224 | div_uncapped=0.007173 | quality_raw=0.721459 | quality_uncapped=0.072146 | quality_capped=0.006058 | quality_keep=0.084 | quality/ddpm=0.126 | legacy_q=0.004820 | legacy_scale=0.259 | full_q=0.001237 | full_scale=0.524 | full_recon=0.001819 | tail_span=0.253239 | tail_groups=0.5 | local_peak=0.000000 | local_scale=0.000 | neg_tail=0.0000 | wing_track=0.0000 | wing_disp=0.0000 | shift_disp=0.0000 | width_disp=0.0000 | height_cv=0.0000 | local_n=0.0 | peak_d1=0.000000 | peak_d1_scale=0.000 | rel_peak=0.000000 | rel_peak_scale=0.000 | rel_peak_err=0.0000 | peak_param=0.000000 | peak_param_scale=0.000 | peak_pos_v=0.0000 | peak_width_v=0.0000 | val_total=未计算 | lr=3.412e-05 | elapsed=25.8s
step=100 | train_total=0.051867 | train_ddpm=0.044631 | train_physics=0.000000 | train_diversity=0.001387 | ddpm_uniform=0.042881 | div_uncapped=0.005727 | quality_raw=0.700628 | quality_uncapped=0.070063 | quality_capped=0.005850 | quality_keep=0.083 | quality/ddpm=0.131 | legacy_q=0.004463 | legacy_scale=0.221 | full_q=0.001387 | full_scale=0.432 | full_recon=0.002043 | tail_span=0.222165 | tail_groups=0.8 | local_peak=0.000000 | local_scale=0.000 | neg_tail=0.0000 | wing_track=0.0000 | wing_disp=0.0000 | shift_disp=0.0000 | width_disp=0.0000 | height_cv=0.0000 | local_n=0.0 | peak_d1=0.000000 | peak_d1_scale=0.000 | rel_peak=0.000000 | rel_peak_scale=0.000 | rel_peak_err=0.0000 | peak_param=0.000000 | peak_param_scale=0.000 | peak_pos_v=0.0000 | peak_width_v=0.0000 | val_total=未计算 | lr=3.680e-05 | elapsed=26.6s
step=110 | train_total=0.053847 | train_ddpm=0.046134 | train_physics=0.000000 | train_diversity=0.001550 | ddpm_uniform=0.046606 | div_uncapped=0.008342 | quality_raw=0.832071 | quality_uncapped=0.083207 | quality_capped=0.006164 | quality_keep=0.074 | quality/ddpm=0.134 | legacy_q=0.004613 | legacy_scale=0.193 | full_q=0.001550 | full_scale=0.339 | full_recon=0.002168 | tail_span=0.285347 | tail_groups=0.7 | local_peak=0.000000 | local_scale=0.000 | neg_tail=0.0000 | wing_track=0.0000 | wing_disp=0.0000 | shift_disp=0.0000 | width_disp=0.0000 | height_cv=0.0000 | local_n=0.0 | peak_d1=0.000000 | peak_d1_scale=0.000 | rel_peak=0.000000 | rel_peak_scale=0.000 | rel_peak_err=0.0000 | peak_param=0.000000 | peak_param_scale=0.000 | peak_pos_v=0.0000 | peak_width_v=0.0000 | val_total=未计算 | lr=3.948e-05 | elapsed=27.4s
